"Election Name","County Name","Office Name","District Name","Party Name","Candidate Name","Votes","Yes Votes","No Votes","Election Day Votes","ElectionDay Yes Votes","Election Day No Votes","Mail Votes","Mail Yes Votes","Mail No Votes","Provisional Votes","Provisional Yes Votes","Provisional No Votes"
"2012 General Election","CRAWFORD","Representative in the General Assembly","17th Legislative District","Republican","BROOKS, MICHELE","5,198","0","0","","","","","","","","",""
"2012 General Election","CUMBERLAND","Senator in the General Assembly","31st Senatorial District","Republican / Democratic","VANCE, PATRICIA H","103,832","0","0","","","","","","","","",""
"2012 General Election","CUMBERLAND","Representative in the General Assembly","87th Legislative District","Republican","GRELL, GLEN  R","29,791","0","0","","","","","","","","",""
"2012 General Election","CUMBERLAND","Representative in the General Assembly","88th Legislative District","Republican","DELOZIER, SHERYL MCVITTY","25,453","0","0","","","","","","","","",""
"2012 General Election","CUMBERLAND","Representative in the General Assembly","89th Legislative District","Republican","KAUFFMAN, ROB","2,839","0","0","","","","","","","","",""
"2012 General Election","CUMBERLAND","Representative in the General Assembly","89th Legislative District","Democratic","SPICKA, SUSAN J","2,827","0","0","","","","","","","","",""
"2012 General Election","CUMBERLAND","Representative in the General Assembly","92nd Legislative District","Republican","REGAN, MIKE","5,569","0","0","","","","","","","","",""
"2012 General Election","CUMBERLAND","Representative in the General Assembly","92nd Legislative District","Democratic","COMREY, CHARLES R","2,376","0","0","","","","","","","","",""
"2012 General Election","CUMBERLAND","Representative in the General Assembly","199th Legislative District","Republican","BLOOM, STEPHEN","21,567","0","0","","","","","","","","",""
"2012 General Election","DAUPHIN","Senator in the General Assembly","15th Senatorial District","Republican","MCNALLY, JOHN","51,160","0","0","","","","","","","","",""
"2012 General Election","DAUPHIN","Senator in the General Assembly","15th Senatorial District","Democratic","TEPLITZ, ROB","57,689","0","0","","","","","","","","",""
"2012 General Election","DAUPHIN","Senator in the General Assembly","27th Senatorial District","Republican","GORDNER, JOHN R","5,468","0","0","","","","","","","","",""
"2012 General Election","DAUPHIN","Representative in the General Assembly","98th Legislative District","Republican","HICKERNELL, DAVID S","2,682","0","0","","","","","","","","",""
"2012 General Election","DAUPHIN","Representative in the General Assembly","103rd Legislative District","Democratic","KIM, PATTY H","19,595","0","0","","","","","","","","",""
"2012 General Election","DAUPHIN","Representative in the General Assembly","104th Legislative District","Republican","HELM, SUSAN C SUE","16,047","0","0","","","","","","","","",""
"2012 General Election","DAUPHIN","Representative in the General Assembly","104th Legislative District","Democratic","DIETZ, CHRISTOPHER C","13,393","0","0","","","","","","","","",""
"2012 General Election","DAUPHIN","Representative in the General Assembly","105th Legislative District","Republican","MARSICO, RON","22,755","0","0","","","","","","","","",""
"2012 General Election","DAUPHIN","Representative in the General Assembly","105th Legislative District","Democratic","MCENTEE, KELLY JEAN","12,225","0","0","","","","","","","","",""
"2012 General Election","DAUPHIN","Representative in the General Assembly","106th Legislative District","Republican","PAYNE, JOHN D","18,768","0","0","","","","","","","","",""
"2012 General Election","DAUPHIN","Representative in the General Assembly","106th Legislative District","Democratic","KAMARA, OSMAN","10,210","0","0","","","","","","","","",""
"2012 General Election","DELAWARE","Senator in the General Assembly","9th Senatorial District","Republican","PILEGGI, DOMINIC F","41,221","0","0","","","","","","","","",""
"2012 General Election","DELAWARE","Senator in the General Assembly","9th Senatorial District","Democratic","WORRELL, PATRICIA  L","37,967","0","0","","","","","","","","",""
"2012 General Election","DELAWARE","Senator in the General Assembly","17th Senatorial District","Republican","GEHRET, CHARLES HENRY","18,162","0","0","","","","","","","","",""
"2012 General Election","DELAWARE","Senator in the General Assembly","17th Senatorial District","Democratic","LEACH, DAYLIN","23,682","0","0","","","","","","","","",""
"2012 General Election","DELAWARE","Representative in the General Assembly","159th Legislative District","Republican","SCHILIRO, JAMES D","4,435","0","0","","","","","","","","",""
"2012 General Election","DELAWARE","Representative in the General Assembly","159th Legislative District","Democratic","KIRKLAND, THADDEUS","17,535","0","0","","","","","","","","",""
"2012 General Election","DELAWARE","Representative in the General Assembly","160th Legislative District","Republican","BARRAR, STEPHEN E","23,498","0","0","","","","","","","","",""
"2012 General Election","DELAWARE","Representative in the General Assembly","161th Legislative District","Republican","HACKETT, JOE","17,972","0","0","","","","","","","","",""
"2012 General Election","DELAWARE","Representative in the General Assembly","161th Legislative District","Democratic","DEMARCO, LARRY","16,137","0","0","","","","","","","","",""
"2012 General Election","DELAWARE","Representative in the General Assembly","162th Legislative District","Republican / Democratic","MICCARELLI, NICK","25,447","0","0","","","","","","","","",""
"2012 General Election","DELAWARE","Representative in the General Assembly","163th Legislative District","Republican","MICOZZIE, NICHOLAS A","14,432","0","0","","","","","","","","",""
"2012 General Election","DELAWARE","Representative in the General Assembly","163th Legislative District","Democratic","BONNER, SHEAMUS","13,937","0","0","","","","","","","","",""
"2012 General Election","DELAWARE","Representative in the General Assembly","164th Legislative District","Republican","TOOLE, EARL","8,649","0","0","","","","","","","","",""
"2012 General Election","DELAWARE","Representative in the General Assembly","164th Legislative District","Democratic","DAVIDSON, MARGO L","17,240","0","0","","","","","","","","",""
"2012 General Election","DELAWARE","Representative in the General Assembly","165th Legislative District","Republican","ADOLPH, JR, WILLIAM F","19,678","0","0","","","","","","","","",""
"2012 General Election","DELAWARE","Representative in the General Assembly","165th Legislative District","Democratic","FEARN, JEREMY","11,443","0","0","","","","","","","","",""
"2012 General Election","DELAWARE","Representative in the General Assembly","166th Legislative District","Republican","TOAL, BILL","12,637","0","0","","","","","","","","",""
"2012 General Election","DELAWARE","Representative in the General Assembly","166th Legislative District","Democratic","VITALI, GREG","21,611","0","0","","","","","","","","",""
"2012 General Election","DELAWARE","Representative in the General Assembly","168th Legislative District","Republican","KILLION, THOMAS H","16,943","0","0","","","","","","","","",""
"2012 General Election","DELAWARE","Representative in the General Assembly","168th Legislative District","Democratic","ALOIS, BETH","12,502","0","0","","","","","","","","",""
"2012 General Election","DELAWARE","Representative in the General Assembly","185th Legislative District","Democratic","DONATUCCI, MARIA P","6,144","0","0","","","","","","","","",""
"2012 General Election","DELAWARE","Representative in the General Assembly","191st Legislative District","Democratic","WATERS, RONALD  G","5,933","0","0","","","","","","","","",""
"2012 General Election","ELK","Senator in the General Assembly","25th Senatorial District","Republican","SCARNATI, III, JOSEPH B","10,716","0","0","","","","","","","","",""
"2012 General Election","ELK","Representative in the General Assembly","75th Legislative District","Republican","GABLER, MATT","10,994","0","0","","","","","","","","",""
"2012 General Election","ERIE","Senator in the General Assembly","21st Senatorial District","Republican","HUTCHINSON, SCOTT E","11,167","0","0","","","","","","","","",""
"2012 General Election","ERIE","Senator in the General Assembly","49th Senatorial District","Republican","ANDERSON, JANET S","40,592","0","0","","","","","","","","",""
"2012 General Election","ERIE","Senator in the General Assembly","49th Senatorial District","Democratic","WILEY, SEAN D","60,921","0","0","","","","","","","","",""
"2012 General Election","ERIE","Representative in the General Assembly","1st Legislative District","Democratic","HARKINS, PATRICK J","16,970","0","0","","","","","","","","",""
"2012 General Election","ERIE","Representative in the General Assembly","2nd Legislative District","Democratic","FABRIZIO, FLO","19,860","0","0","","","","","","","","",""
"2012 General Election","ERIE","Representative in the General Assembly","3rd Legislative District","Republican","OWEN, JASON","14,208","0","0","","","","","","","","",""
"2012 General Election","ERIE","Representative in the General Assembly","3rd Legislative District","Democratic","BIZZARRO, RYAN A","16,198","0","0","","","","","","","","",""
"2012 General Election","ERIE","Representative in the General Assembly","4th Legislative District","Republican","SONNEY, CURT","18,867","0","0","","","","","","","","",""
"2012 General Election","ERIE","Representative in the General Assembly","5th Legislative District","Republican","LUCAS, GREG","9,609","0","0","","","","","","","","",""
"2012 General Election","ERIE","Representative in the General Assembly","5th Legislative District","Democratic","WHITE, JASON G","8,309","0","0","","","","","","","","",""
"2012 General Election","FAYETTE","Representative in the General Assembly","49th Legislative District","Republican","MASSAFRA, RICHARD J","1,308","0","0","","","","","","","","",""
"2012 General Election","FAYETTE","Representative in the General Assembly","49th Legislative District","Democratic","DALEY, II, PETER J","2,234","0","0","","","","","","","","",""
"2012 General Election","FAYETTE","Representative in the General Assembly","50th Legislative District","Republican","FISCHER, MARK W","1,299","0","0","","","","","","","","",""
"2012 General Election","FAYETTE","Representative in the General Assembly","50th Legislative District","Democratic","SNYDER, PAM","3,233","0","0","","","","","","","","",""
"2012 General Election","FAYETTE","Representative in the General Assembly","51st Legislative District","Republican","GEARING, GARY","7,400","0","0","","","","","","","","",""
"2012 General Election","FAYETTE","Representative in the General Assembly","51st Legislative District","Democratic","MAHONEY, TIM","12,799","0","0","","","","","","","","",""
"2012 General Election","FAYETTE","Representative in the General Assembly","52nd Legislative District","Democratic","KULA, DEBERAH","12,490","0","0","","","","","","","","",""
"2012 General Election","FAYETTE","Representative in the General Assembly","58th Legislative District","Democratic","HARHAI, R TED","987","0","0","","","","","","","","",""
"2012 General Election","FAYETTE","Representative in the General Assembly","59th Legislative District","Republican","REESE, MIKE","1,699","0","0","","","","","","","","",""
"2012 General Election","FAYETTE","Representative in the General Assembly","59th Legislative District","Democratic","ELLENBERGER, HARRIET","706","0","0","","","","","","","","",""
"2012 General Election","FOREST","Senator in the General Assembly","21st Senatorial District","Republican","HUTCHINSON, SCOTT E","1,748","0","0","","","","","","","","",""
"2012 General Election","FOREST","Representative in the General Assembly","65th Legislative District","Republican","RAPP, KATHY L","1,825","0","0","","","","","","","","",""
"2012 General Election","FRANKLIN","Senator in the General Assembly","33rd Senatorial District","Republican","ALLOWAY, II, RICHARD","45,101","0","0","","","","","","","","",""
"2012 General Election","FRANKLIN","Senator in the General Assembly","33rd Senatorial District","Democratic","NEYLON, BRUCE","16,625","0","0","","","","","","","","",""
"2012 General Election","FRANKLIN","Representative in the General Assembly","86th Legislative District","Republican","KELLER, MARK K","5,973","0","0","","","","","","","","",""
"2012 General Election","FRANKLIN","Representative in the General Assembly","89th Legislative District","Republican","KAUFFMAN, ROB","15,394","0","0","","","","","","","","",""
"2012 General Election","FRANKLIN","Representative in the General Assembly","89th Legislative District","Democratic","SPICKA, SUSAN J","9,020","0","0","","","","","","","","",""
"2012 General Election","FRANKLIN","Representative in the General Assembly","90th Legislative District","Republican","ROCK, TODD A","25,983","0","0","","","","","","","","",""
"2012 General Election","FRANKLIN","Representative in the General Assembly","91st Legislative District","Republican","MOUL, DAN P","317","0","0","","","","","","","","",""
"2012 General Election","FULTON","Representative in the General Assembly","78th Legislative District","Republican / Democratic","HESS, DICK L","5,917","0","0","","","","","","","","",""
"2012 General Election","GREENE","Representative in the General Assembly","50th Legislative District","Republican","FISCHER, MARK W","6,118","0","0","","","","","","","","",""
"2012 General Election","GREENE","Representative in the General Assembly","50th Legislative District","Democratic","SNYDER, PAM","8,149","0","0","","","","","","","","",""
"2012 General Election","HUNTINGDON","Representative in the General Assembly","78th Legislative District","Republican / Democratic","HESS, DICK L","982","0","0","","","","","","","","",""
"2012 General Election","HUNTINGDON","Representative in the General Assembly","81st Legislative District","Republican","FLECK, MICHAEL E","13,506","0","0","","","","","","","","",""
"2012 General Election","INDIANA","Senator in the General Assembly","41st Senatorial District","Republican","WHITE, DON","28,322","0","0","","","","","","","","",""
"2012 General Election","INDIANA","Representative in the General Assembly","60th Legislative District","Republican","PYLE, JEFF PAUL","4,530","0","0","","","","","","","","",""
"2012 General Election","INDIANA","Representative in the General Assembly","60th Legislative District","Democratic","BOWMAN, JO ELLEN","2,154","0","0","","","","","","","","",""
"2012 General Election","INDIANA","Representative in the General Assembly","62nd Legislative District","Republican","REED, DAVE","19,358","0","0","","","","","","","","",""
"2012 General Election","INDIANA","Representative in the General Assembly","66th Legislative District","Republican","SMITH, SAM","3,153","0","0","","","","","","","","",""
"2012 General Election","JEFFERSON","Senator in the General Assembly","25th Senatorial District","Republican","SCARNATI, III, JOSEPH B","15,260","0","0","","","","","","","","",""
"2012 General Election","JEFFERSON","Representative in the General Assembly","66th Legislative District","Republican","SMITH, SAM","14,845","0","0","","","","","","","","",""
"2012 General Election","JUNIATA","Representative in the General Assembly","82nd Legislative District","Republican","HARRIS, C ADAM","7,592","0","0","","","","","","","","",""
"2012 General Election","LACKAWANNA","Representative in the General Assembly","112th Legislative District","Republican","NEARHOOD, RAY","5,917","0","0","","","","","","","","",""
"2012 General Election","LACKAWANNA","Representative in the General Assembly","112th Legislative District","Democratic","HAGGERTY, KEVIN M","17,139","0","0","","","","","","","","",""
"2012 General Election","LACKAWANNA","Representative in the General Assembly","113th Legislative District","Democratic","FLYNN, MARTY","19,384","0","0","","","","","","","","",""
"2012 General Election","LACKAWANNA","Representative in the General Assembly","114th Legislative District","Republican / Democratic","KAVULICH, SID MICHAELS","22,047","0","0","","","","","","","","",""
"2012 General Election","LACKAWANNA","Representative in the General Assembly","115th Legislative District","Republican","KANE, THERESA","7,151","0","0","","","","","","","","",""
"2012 General Election","LACKAWANNA","Representative in the General Assembly","115th Legislative District","Democratic","FARINA, FRANK","13,523","0","0","","","","","","","","",""
"2012 General Election","LANCASTER","Senator in the General Assembly","13th Senatorial District","Republican","SMUCKER, LLOYD K","50,036","0","0","","","","","","","","",""
"2012 General Election","LANCASTER","Senator in the General Assembly","13th Senatorial District","Democratic","O'BRIEN, TOM G","42,090","0","0","","","","","","","","",""
"2012 General Election","LANCASTER","Representative in the General Assembly","37th Legislative District","Republican","FEE, MINDY","20,999","0","0","","","","","","","","",""
"2012 General Election","LANCASTER","Representative in the General Assembly","37th Legislative District","Democratic","STAHLEY, RUSSELL U","7,713","0","0","","","","","","","","",""
"2012 General Election","LANCASTER","Representative in the General Assembly","41st Legislative District","Republican","AUMENT, RYAN P","20,183","0","0","","","","","","","","",""
"2012 General Election","LANCASTER","Representative in the General Assembly","41st Legislative District","Democratic","DUBROFF, MARCY","13,562","0","0","","","","","","","","",""
"2012 General Election","LANCASTER","Representative in the General Assembly","43rd Legislative District","Republican","GREINER, KEITH J","18,880","0","0","","","","","","","","",""
"2012 General Election","LANCASTER","Representative in the General Assembly","43rd Legislative District","Democratic","WEIGEL, JOHN M","10,477","0","0","","","","","","","","",""
"2012 General Election","LANCASTER","Representative in the General Assembly","96th Legislative District","Republican","GARMAN, JR, THOMAS","5,493","0","0","","","","","","","","",""
"2012 General Election","LANCASTER","Representative in the General Assembly","96th Legislative District","Democratic","STURLA, MIKE","14,659","0","0","","","","","","","","",""
"2012 General Election","LANCASTER","Representative in the General Assembly","96th Legislative District","Independent","CULBRETH, PAUL","1,581","0","0","","","","","","","","",""
"2012 General Election","LANCASTER","Representative in the General Assembly","97th Legislative District","Republican","MENTZER, STEVEN C","25,071","0","0","","","","","","","","",""
"2012 General Election","LANCASTER","Representative in the General Assembly","98th Legislative District","Republican","HICKERNELL, DAVID S","18,761","0","0","","","","","","","","",""
"2012 General Election","LANCASTER","Representative in the General Assembly","99th Legislative District","Republican","DENLINGER, GORDON R","19,198","0","0","","","","","","","","",""
"2012 General Election","LANCASTER","Representative in the General Assembly","100th Legislative District","Republican","CUTLER, BRYAN D","18,795","0","0","","","","","","","","",""
"2012 General Election","LAWRENCE","Senator in the General Assembly","47th Senatorial District","Republican","VOGEL, JR, ELDER A","13,791","0","0","","","","","","","","",""
"2012 General Election","LAWRENCE","Senator in the General Assembly","47th Senatorial District","Democratic","VILLELLA, KIMBERLY PAZZANITA","11,780","0","0","","","","","","","","",""
"2012 General Election","LAWRENCE","Representative in the General Assembly","9th Legislative District","Republican","MURTHA, JASON T","9,392","0","0","","","","","","","","",""
"2012 General Election","LAWRENCE","Representative in the General Assembly","9th Legislative District","Democratic","SAINATO, CHRISTOPHER","13,452","0","0","","","","","","","","",""
"2012 General Election","LAWRENCE","Representative in the General Assembly","10th Legislative District","Republican","SEE, MICHAEL K","5,859","0","0","","","","","","","","",""
"2012 General Election","LAWRENCE","Representative in the General Assembly","10th Legislative District","Democratic","GIBBONS, JARET A","7,820","0","0","","","","","","","","",""
"2012 General Election","LAWRENCE","Representative in the General Assembly","17th Legislative District","Republican","BROOKS, MICHELE","1,912","0","0","","","","","","","","",""
"2012 General Election","LEBANON","Representative in the General Assembly","101st Legislative District","Republican","GINGRICH, MAUREE","20,618","0","0","","","","","","","","",""
"2012 General Election","LEBANON","Representative in the General Assembly","102nd Legislative District","Republican","SWANGER, ROSEMARIE","24,532","0","0","","","","","","","","",""
"2012 General Election","LEHIGH","Senator in the General Assembly","29th Senatorial District","Republican","ARGALL, DAVID G","4,593","0","0","","","","","","","","",""
"2012 General Election","LEHIGH","Senator in the General Assembly","29th Senatorial District","Democratic","SEIP, TIM","2,927","0","0","","","","","","","","",""
"2012 General Election","LEHIGH","Representative in the General Assembly","131st Legislative District","Republican","SIMMONS, JUSTIN J","13,008","0","0","","","","","","","","",""
"2012 General Election","LEHIGH","Representative in the General Assembly","131st Legislative District","Democratic","DEELY, JR, KEVIN T","12,994","0","0","","","","","","","","",""
"2012 General Election","LEHIGH","Representative in the General Assembly","132nd Legislative District","Democratic","SCHLOSSBERG, MIKE","17,013","0","0","","","","","","","","",""
"2012 General Election","LEHIGH","Representative in the General Assembly","133rd Legislative District","Republican","MOLONY, DAVID","6,564","0","0","","","","","","","","",""
"2012 General Election","LEHIGH","Representative in the General Assembly","133rd Legislative District","Democratic","MCNEILL, DANIEL","10,381","0","0","","","","","","","","",""
"2012 General Election","LEHIGH","Representative in the General Assembly","134th Legislative District","Republican","MACKENZIE, RYAN E","19,567","0","0","","","","","","","","",""
"2012 General Election","LEHIGH","Representative in the General Assembly","134th Legislative District","Democratic","REYNARD, JOHN","13,501","0","0","","","","","","","","",""
"2012 General Election","LEHIGH","Representative in the General Assembly","135th Legislative District","Republican","BARRETO, KENNETH R","2,573","0","0","","","","","","","","",""
"2012 General Election","LEHIGH","Representative in the General Assembly","135th Legislative District","Democratic","SAMUELSON, STEVE","5,571","0","0","","","","","","","","",""
"2012 General Election","LEHIGH","Representative in the General Assembly","183rd Legislative District","Republican","HARHART, JULIE","11,772","0","0","","","","","","","","",""
"2012 General Election","LEHIGH","Representative in the General Assembly","187th Legislative District","Republican","DAY, GARY W","14,142","0","0","","","","","","","","",""
"2012 General Election","LEHIGH","Representative in the General Assembly","187th Legislative District","Democratic","HAAS, JOSEPH M","7,301","0","0","","","","","","","","",""
"2012 General Election","LUZERNE","Senator in the General Assembly","27th Senatorial District","Republican","GORDNER, JOHN R","5,669","0","0","","","","","","","","",""
"2012 General Election","LUZERNE","Representative in the General Assembly","114th Legislative District","Republican / Democratic","KAVULICH, SID MICHAELS","1,642","0","0","","","","","","","","",""
"2012 General Election","LUZERNE","Representative in the General Assembly","116th Legislative District","Republican","TOOHIL , TARAH","14,671","0","0","","","","","","","","",""
"2012 General Election","LUZERNE","Representative in the General Assembly","116th Legislative District","Democratic","YOUNG, RANSOM S","7,157","0","0","","","","","","","","",""
"2012 General Election","LUZERNE","Representative in the General Assembly","117th Legislative District","Republican / Democratic","BOBACK, KAREN","20,163","0","0","","","","","","","","",""
"2012 General Election","LUZERNE","Representative in the General Assembly","118th Legislative District","Republican","O'CONNOR, TERRENCE J","2,808","0","0","","","","","","","","",""
"2012 General Election","LUZERNE","Representative in the General Assembly","118th Legislative District","Democratic","CARROLL, MIKE","9,353","0","0","","","","","","","","",""
"2012 General Election","LUZERNE","Representative in the General Assembly","119th Legislative District","Republican","ARNOLD, RICK","8,456","0","0","","","","","","","","",""
"2012 General Election","LUZERNE","Representative in the General Assembly","119th Legislative District","Democratic","MULLERY, GERALD J","13,132","0","0","","","","","","","","",""
"2012 General Election","LUZERNE","Representative in the General Assembly","120th Legislative District","Republican","KAUFER, AARON D","11,050","0","0","","","","","","","","",""
"2012 General Election","LUZERNE","Representative in the General Assembly","120th Legislative District","Democratic","MUNDY, PHYLLIS","14,133","0","0","","","","","","","","",""
"2012 General Election","LUZERNE","Representative in the General Assembly","121st Legislative District","Democratic","PASHINSKI, EDDIE DAY","15,617","0","0","","","","","","","","",""
"2012 General Election","LYCOMING","Senator in the General Assembly","23rd Senatorial District","Republican","YAW, GENE","32,140","0","0","","","","","","","","",""
"2012 General Election","LYCOMING","Senator in the General Assembly","23rd Senatorial District","Democratic","CLEVELAND, LUANA","13,552","0","0","","","","","","","","",""
"2012 General Election","LYCOMING","Representative in the General Assembly","83rd Legislative District","Republican","ROGERS, JR, HARRY J","9,369","0","0","","","","","","","","",""
"2012 General Election","LYCOMING","Representative in the General Assembly","83rd Legislative District","Democratic","MIRABITO, RICK","13,318","0","0","","","","","","","","",""
"2012 General Election","LYCOMING","Representative in the General Assembly","84th Legislative District","Republican","EVERETT, GARTH D","20,265","0","0","","","","","","","","",""
"2012 General Election","McKEAN","Senator in the General Assembly","25th Senatorial District","Republican","SCARNATI, III, JOSEPH B","11,964","0","0","","","","","","","","",""
"2012 General Election","McKEAN","Representative in the General Assembly","65th Legislative District","Republican","RAPP, KATHY L","2,666","0","0","","","","","","","","",""
"2012 General Election","McKEAN","Representative in the General Assembly","67th Legislative District","Republican","CAUSER, MARTIN T","9,603","0","0","","","","","","","","",""
"2012 General Election","MERCER","Representative in the General Assembly","7th Legislative District","Republican / Democratic","LONGIETTI, MARK","24,586","0","0","","","","","","","","",""
"2012 General Election","MERCER","Representative in the General Assembly","8th Legislative District","Republican","STEVENSON, DICK","7,263","0","0","","","","","","","","",""
"2012 General Election","MERCER","Representative in the General Assembly","17th Legislative District","Republican","BROOKS, MICHELE","12,794","0","0","","","","","","","","",""
"2012 General Election","MIFFLIN","Representative in the General Assembly","81st Legislative District","Republican","FLECK, MICHAEL E","3,276","0","0","","","","","","","","",""
"2012 General Election","MIFFLIN","Representative in the General Assembly","82nd Legislative District","Republican","HARRIS, C ADAM","7,277","0","0","","","","","","","","",""
"2012 General Election","MIFFLIN","Representative in the General Assembly","171st Legislative District","Republican","BENNINGHOFF, KERRY A","2,575","0","0","","","","","","","","",""
"2012 General Election","MIFFLIN","Representative in the General Assembly","171st Legislative District","Democratic","LEE, CHRISTOPHER G","458","0","0","","","","","","","","",""
"2012 General Election","MONROE","Senator in the General Assembly","29th Senatorial District","Republican","ARGALL, DAVID G","4,236","0","0","","","","","","","","",""
"2012 General Election","MONROE","Senator in the General Assembly","29th Senatorial District","Democratic","SEIP, TIM","4,143","0","0","","","","","","","","",""
"2012 General Election","MONROE","Representative in the General Assembly","118th Legislative District","Republican","O'CONNOR, TERRENCE J","6,169","0","0","","","","","","","","",""
"2012 General Election","MONROE","Representative in the General Assembly","118th Legislative District","Democratic","CARROLL, MIKE","7,526","0","0","","","","","","","","",""
"2012 General Election","MONROE","Representative in the General Assembly","139th Legislative District","Republican","PEIFER, MICHAEL T","1,758","0","0","","","","","","","","",""
"2012 General Election","MONROE","Representative in the General Assembly","176th Legislative District","Republican","SCAVELLO, MARIO M","13,506","0","0","","","","","","","","",""
"2012 General Election","MONROE","Representative in the General Assembly","176th Legislative District","Democratic","MADDEN, MAUREEN E","10,906","0","0","","","","","","","","",""
"2012 General Election","MONROE","Representative in the General Assembly","189th Legislative District","Republican","BROWN, ROSEMARY M","10,138","0","0","","","","","","","","",""
"2012 General Election","MONROE","Representative in the General Assembly","189th Legislative District","Democratic","FORREST, ELIZABETH  A","8,228","0","0","","","","","","","","",""
"2012 General Election","MONTGOMERY","Senator in the General Assembly","7th Senatorial District","Democratic","HUGHES, VINCENT J","14,042","0","0","","","","","","","","",""
"2012 General Election","MONTGOMERY","Senator in the General Assembly","17th Senatorial District","Republican","GEHRET, CHARLES HENRY","27,545","0","0","","","","","","","","",""
"2012 General Election","MONTGOMERY","Senator in the General Assembly","17th Senatorial District","Democratic","LEACH, DAYLIN","54,826","0","0","","","","","","","","",""
"2012 General Election","MONTGOMERY","Senator in the General Assembly","19th Senatorial District","Republican","AMENTAS, CHRISTOPHER J","5,850","0","0","","","","","","","","",""
"2012 General Election","MONTGOMERY","Senator in the General Assembly","19th Senatorial District","Democratic","DINNIMAN, ANDREW E","5,970","0","0","","","","","","","","",""
"2012 General Election","MONTGOMERY","Representative in the General Assembly","53rd Legislative District","Republican","GODSHALL, ROBERT W","17,205","0","0","","","","","","","","",""
"2012 General Election","MONTGOMERY","Representative in the General Assembly","53rd Legislative District","Democratic","WYNNE, MICK","11,140","0","0","","","","","","","","",""
"2012 General Election","MONTGOMERY","Representative in the General Assembly","61st Legislative District","Republican","HARPER, KATE M","20,231","0","0","","","","","","","","",""
"2012 General Election","MONTGOMERY","Representative in the General Assembly","61st Legislative District","Democratic","WHITE, JO","14,543","0","0","","","","","","","","",""
"2012 General Election","MONTGOMERY","Representative in the General Assembly","70th Legislative District","Republican","PHILLIPS, JIM","11,235","0","0","","","","","","","","",""
"2012 General Election","MONTGOMERY","Representative in the General Assembly","70th Legislative District","Democratic","BRADFORD, MATTHEW D","20,663","0","0","","","","","","","","",""
"2012 General Election","MONTGOMERY","Representative in the General Assembly","146th Legislative District","Republican","QUIGLEY, THOMAS J","14,680","0","0","","","","","","","","",""
"2012 General Election","MONTGOMERY","Representative in the General Assembly","146th Legislative District","Democratic","PAINTER, MARK","14,888","0","0","","","","","","","","",""
"2012 General Election","MONTGOMERY","Representative in the General Assembly","147th Legislative District","Republican","TOEPEL, MARCY L","18,812","0","0","","","","","","","","",""
"2012 General Election","MONTGOMERY","Representative in the General Assembly","147th Legislative District","Democratic","WHITE, BETTY J","11,846","0","0","","","","","","","","",""
"2012 General Election","MONTGOMERY","Representative in the General Assembly","148th Legislative District","Republican","LUDWIG, MIKE","15,088","0","0","","","","","","","","",""
